# Data export from CRDB [http://lpsc.in2p3.fr/crdb]
# Please cite CRDB publications:
#  - Maurin, Melot, Taillet, A&A 569, A32 (2014) [https://ui.adsabs.harvard.edu/abs/2014A%26A...569A..32M]
#  - Maurin, Dembinski, Gonzalez et al., Univ. 6, 102 (2020) [https://ui.adsabs.harvard.edu/abs/2020Univ....6..102M]
# Date: 2024/03/11-10:48:54
# Format: CSV code (as import, with extra column for modulation)
# Col.1  - EXP-NAME
# Col.2  - EXP-TYPE
# Col.3  - EXP-HTML
# Col.4  - EXP-STARTYEAR
# Col.5  - SUBEXP-NAME
# Col.6  - SUBEXP-DESCRIPTION
# Col.7  - SUBEXP-ESCALE_RELERR
# Col.8  - SUBEXP-INFO
# Col.9  - SUBEXP-DISTANCE
# Col.10  - SUBEXP-DATES
# Col.11  - PUBLI-HTML
# Col.12  - PUBLI-DATAORIGIN
# Col.13  - DATA-QTY
# Col.14  - DATA-EAXIS
# Col.15  - DATA-E_MEAN
# Col.16  - DATA-E_BIN_L
# Col.17  - DATA-E_BIN_U
# Col.18  - DATA-VAL
# Col.19  - DATA-VAL_ERRSTAT_L
# Col.20  - DATA-VAL_ERRSTAT_U
# Col.21  - DATA-VAL_ERRSYST_L
# Col.22  - DATA-VAL_ERRSYST_U
# Col.23  - DATA-ISUPPERLIM
# Col.24  - phi [MV]
#
"AMS02","space","https://ams02.space/","2011","AMS02 (2011/05-2013/11)","9 planes of precision silicon tracker, TRD, 4 planes of TOF counters, permanent magnet, array of anticoincidence counters surrounding the inner tracker, ring imaging Cerenkov detector, electromagnetic calorimeter detector","0","AMS on ISS, 30 months data 2011-2013","1","2011/05/19-000000:2013/11/26-000000","2015PhRvL.114q1103A","Table 1 (Supp. Mat.)","H","R","1.0763399600982666","1","1.159999966621399","626.9000244140625","0.80000001192093","0.80000001192093","26.799999237061","26.799999237061","0","660.8"
"AMS02","space","https://ams02.space/","2011","AMS02 (2011/05-2013/11)","9 planes of precision silicon tracker, TRD, 4 planes of TOF counters, permanent magnet, array of anticoincidence counters surrounding the inner tracker, ring imaging Cerenkov detector, electromagnetic calorimeter detector","0","AMS on ISS, 30 months data 2011-2013","1","2011/05/19-000000:2013/11/26-000000","2015PhRvL.114q1103A","Table 1 (Supp. Mat.)","H","R","1.241420030593872","1.159999966621399","1.3300000429153442","662.5","0.40000000596046","0.40000000596046","22.60000038147","22.60000038147","0","660.8"
"AMS02","space","https://ams02.space/","2011","AMS02 (2011/05-2013/11)","9 planes of precision silicon tracker, TRD, 4 planes of TOF counters, permanent magnet, array of anticoincidence counters surrounding the inner tracker, ring imaging Cerenkov detector, electromagnetic calorimeter detector","0","AMS on ISS, 30 months data 2011-2013","1","2011/05/19-000000:2013/11/26-000000","2015PhRvL.114q1103A","Table 1 (Supp. Mat.)","H","R","1.4164799451828003","1.3300000429153442","1.5099999904632568","643.2000122070312","0.40000000596046","0.40000000596046","17.700000762939","17.700000762939","0","660.8"
"AMS02","space","https://ams02.space/","2011","AMS02 (2011/05-2013/11)","9 planes of precision silicon tracker, TRD, 4 planes of TOF counters, permanent magnet, array of anticoincidence counters surrounding the inner tracker, ring imaging Cerenkov detector, electromagnetic calorimeter detector","0","AMS on ISS, 30 months data 2011-2013","1","2011/05/19-000000:2013/11/26-000000","2015PhRvL.114q1103A","Table 1 (Supp. Mat.)","H","R","1.6061700582504272","1.5099999904632568","1.7100000381469727","605.9000244140625","0.30000001192093","0.30000001192093","15.10000038147","15.10000038147","0","660.8"
"AMS02","space","https://ams02.space/","2011","AMS02 (2011/05-2013/11)","9 planes of precision silicon tracker, TRD, 4 planes of TOF counters, permanent magnet, array of anticoincidence counters surrounding the inner tracker, ring imaging Cerenkov detector, electromagnetic calorimeter detector","0","AMS on ISS, 30 months data 2011-2013","1","2011/05/19-000000:2013/11/26-000000","2015PhRvL.114q1103A","Table 1 (Supp. Mat.)","H","R","1.8112499713897705","1.7100000381469727","1.9199999570846558","554.4000244140625","0.20000000298023","0.20000000298023","12.60000038147","12.60000038147","0","660.8"
"AMS02","space","https://ams02.space/","2011","AMS02 (2011/05-2013/11)","9 planes of precision silicon tracker, TRD, 4 planes of TOF counters, permanent magnet, array of anticoincidence counters surrounding the inner tracker, ring imaging Cerenkov detector, electromagnetic calorimeter detector","0","AMS on ISS, 30 months data 2011-2013","1","2011/05/19-000000:2013/11/26-000000","2015PhRvL.114q1103A","Table 1 (Supp. Mat.)","H","R","2.0309898853302","1.9199999570846558","2.1500000953674316","499.29998779296875","0.20000000298023","0.20000000298023","10.39999961853","10.39999961853","0","660.8"
"AMS02","space","https://ams02.space/","2011","AMS02 (2011/05-2013/11)","9 planes of precision silicon tracker, TRD, 4 planes of TOF counters, permanent magnet, array of anticoincidence counters surrounding the inner tracker, ring imaging Cerenkov detector, electromagnetic calorimeter detector","0","AMS on ISS, 30 months data 2011-2013","1","2011/05/19-000000:2013/11/26-000000","2015PhRvL.114q1103A","Table 1 (Supp. Mat.)","H","R","2.2707600593566895","2.1500000953674316","2.4000000953674316","442","0.20000000298023","0.20000000298023","8.5","8.5","0","660.8"
"AMS02","space","https://ams02.space/","2011","AMS02 (2011/05-2013/11)","9 planes of precision silicon tracker, TRD, 4 planes of TOF counters, permanent magnet, array of anticoincidence counters surrounding the inner tracker, ring imaging Cerenkov detector, electromagnetic calorimeter detector","0","AMS on ISS, 30 months data 2011-2013","1","2011/05/19-000000:2013/11/26-000000","2015PhRvL.114q1103A","Table 1 (Supp. Mat.)","H","R","2.53056001663208","2.4000000953674316","2.6700000762939453","387.79998779296875","0.10000000149012","0.10000000149012","6.9000000953674","6.9000000953674","0","660.8"
"AMS02","space","https://ams02.space/","2011","AMS02 (2011/05-2013/11)","9 planes of precision silicon tracker, TRD, 4 planes of TOF counters, permanent magnet, array of anticoincidence counters surrounding the inner tracker, ring imaging Cerenkov detector, electromagnetic calorimeter detector","0","AMS on ISS, 30 months data 2011-2013","1","2011/05/19-000000:2013/11/26-000000","2015PhRvL.114q1103A","Table 1 (Supp. Mat.)","H","R","2.815079927444458","2.6700000762939453","2.9700000286102295","335.8999938964844","0.10000000149012","0.10000000149012","5.5999999046326","5.5999999046326","0","660.8"
"AMS02","space","https://ams02.space/","2011","AMS02 (2011/05-2013/11)","9 planes of precision silicon tracker, TRD, 4 planes of TOF counters, permanent magnet, array of anticoincidence counters surrounding the inner tracker, ring imaging Cerenkov detector, electromagnetic calorimeter detector","0","AMS on ISS, 30 months data 2011-2013","1","2011/05/19-000000:2013/11/26-000000","2015PhRvL.114q1103A","Table 1 (Supp. Mat.)","H","R","3.1249499320983887","2.9700000286102295","3.2899999618530273","288.20001220703125","0.10000000149012","0.10000000149012","4.5999999046326","4.5999999046326","0","660.8"
